keyword,adj_unique
태종대일대, 커다랗다 안타깝다 맛없다 무덥다 힘들다 눈부시다 비리다 있다 부럽다 못지않다 무섭다 어둡다 빠르다 쎄다 없다 춥다 급하다 귀엽다 가볍다 손쉽다 힘드다 아쉽다 같다 예쁘다 그렇다 해맑다 상관없다 아름답다 알차다 착하다 지나치다 그립다 멋있다 놀랍다 고르다 정겹다 부드러우다 새파랗다 야무지다 간드러지다 안녕하다 드넓다 작다 이렇다 징그럽다 다 쑥쓰럽다 크다 고프다 지대다 넓다 맛있다 수많다 드럽다 반갑다 높다 싫다 더우다 많다 엄청나다 쉽다 멀다 강하다 귀찮다 죠다 늦다 맑다 낮다 동그랗다 줄다 흐리다 아프다 심하다 오래다 폭넓다 뜨겁다 밝다 옅다 지겨우다 나쁘다 잘다 즐겁다 르다 적다 좁다랗다 재미있다 무겁다 저렇다 드물다 웁다 젊다 고맙다 멋지다 름없다 길다 빨갛다 짧다 바쁘다 어렵다 굳다 부드럽다 편하다 가까우다 어딨다 덥다 가파르다 싸다 괜찮다 배부르다 가깝다 좁다 오지다 만다 슬프다 맵다 세다 좋다 새롭다 붉다 환하다 검다 푸르다 약하다 비싸다 기막히다 똑같다 지겹다 맛나다 재밌다 이쁘다 짙다 어떻다 
태종사, 커다랗다 안타깝다 맛없다 아쉬우다 힘들다 장하다 훤하다 덜하다 눈부시다 인상깊다 비리다 있다 부럽다 못지않다 무섭다 뿌리깊다 어둡다 두껍다 빠르다 쨍하다 안쓰럽다 조그맣다 쎄다 어리다 없다 춥다 급하다 귀엽다 가볍다 손쉽다 힘드다 갑작스럽다 아쉽다 재다 가벼우다 어림없다 누리다 추우다 흐드러지다 색다르다 심심찮다 손색없다 같다 예쁘다 그렇다 상관없다 아름답다 알차다 착하다 싱겁다 잽싸다 묽다 지나치다 하얗다 그립다 부시다 거세다 멋있다 놀랍다 호되다 곧다 증하다 고르다 앙증맞다 찐하다 정겹다 습하다 야무지다 새파랗다 힘겹다 흔하다 안녕하다 드넓다 좆같다 번거롭다 작다 이렇다 헛되다 다 쑥쓰럽다 낫다 멋쩍다 횡하다 부끄럽다 희뿌옇다 크다 고프다 넓다 지대다 맛있다 보람차다 우습다 수많다 드럽다 무디다 아깝다 반갑다 촌스럽다 높다 잦다 미끄럽다 단촐하다 겉다 성하다 빡쎄다 까맣다 걸맞다 싫다 더우다 따숩다 많다 엄청나다 추하다 스럽다 시뻘겋다 그만이다 세차다 쉽다 시끄럽다 멀다 가물다 구리다 강하다 틀림없다 얕다 짠하다 진하다 귀찮다 빡세다 낡다 늦다 죠다 뿌옇다 기차다 소용없다 아름다우다 맑다 알맞다 낮다 정신없다 찰지다 동그랗다 흐리다 빠삭하다 아프다 더럽다 뜨거우다 애처롭다 휑하다 심하다 사이좋다 가늘다 오래다 과하다 옳다 후하다 짓궂다 밝다 뜨겁다 옅다 지겨우다 자리다 나쁘다 어이없다 쩔다 야하다 잘다 낯설다 새까맣다 기름지다 르다 즐겁다 뜻깊다 새카맣다 남다르다 무서우다 적다 얇다 벅차다 시커멓다 질기다 싱그럽다 깊다 조다 나다 재미있다 괴롭다 두렵다 무겁다 저렇다 새차다 슴슴하다 그럴싸하다 궂다 젊다 어지럽다 웁다 고맙다 멋지다 하찮다 름없다 길다 귀하다 새하얗다 빨갛다 빡시다 짧디짧다 재빠르다 짧다 바쁘다 어렵다 굳다 차갑다 차다 무시다 우연찮다 족하다 귀여우다 뜨다 쓸데없다 역하다 뜬금없다 부드럽다 둥글다 편하다 가까우다 옥다 냅다 갓다 활기차다 드세다 어딨다 덥다 가파르다 싸다 괜찮다 배부르다 굵다 지리다 가깝다 감질나다 그지없다 서툴다 좁다 오지다 재미없다 묘하다 대차다 무지하다 섭하다 언짢다 쉬우다 시원찮다 푸르르다 어려우다 거칠다 찹다 맵다 좋다 세다 새롭다 뻘겋다 붉다 순하다 험하다 슬프다 구다 연하다 어리석다 환하다 무거우다 굴뚝같다 곱다 시다 아무렇다 푸르다 검다 배고프다 기운차다 서럽다 약하다 비싸다 기막히다 뒤늦다 예뿌다 부끄러우다 똑같다 패다 파랗다 맛나다 지겹다 재밌다 힘차다 이쁘다 짙다 기똥차다 노랗다 넓디넓다 망하다 수줍다 어떻다 느리다 
테라로사 수영점, 안타깝다 힘들다 있다 부럽다 어둡다 빠르다 없다 가볍다 귀엽다 아쉽다 어림없다 같다 예쁘다 그렇다 잽싸다 멋있다 놀랍다 고르다 별하다 습하다 힘겹다 흔하다 작다 희다 다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 겉다 걸맞다 싫다 많다 쉽다 시끄럽다 멀다 강하다 진하다 귀찮다 뿌옇다 늦다 맑다 낮다 뛰어나다 청승맞다 심하다 밝다 잘다 르다 즐겁다 적다 재미있다 저렇다 하찮다 멋지다 길다 짧다 바쁘다 어렵다 우연찮다 쓸데없다 뜬금없다 부드럽다 편하다 갓다 덥다 배부르다 괜찮다 가깝다 뽀얗다 좁다 묘하다 맵다 좋다 새롭다 붉다 뜨시다 비싸다 맛나다 재밌다 이쁘다 싶다 
톤쇼우 광안점, 아쉬우다 맛없다 덜하다 힘들다 있다 부럽다 무섭다 두껍다 빠르다 빼어나다 없다 급하다 귀엽다 힘드다 아쉽다 같다 예쁘다 그렇다 더디다 알차다 싱겁다 묽다 멋있다 고르다 찐하다 부드러우다 야무지다 발갛다 작다 실하다 이렇다 다 낫다 크다 고프다 넓다 맛있다 보드랍다 수많다 아깝다 높다 겉다 빡쎄다 싫다 많다 엄청나다 쉽다 멀다 구리다 강하다 진하다 귀찮다 빡세다 늦다 맑다 정신없다 찰지다 심하다 뜨겁다 나쁘다 어이없다 낯설다 기름지다 르다 즐겁다 적다 얇다 질기다 깊다 저렇다 젊다 멋지다 길다 빡시다 짧다 바쁘다 어렵다 차갑다 귀여우다 부드럽다 편하다 가까우다 덥다 배부르다 괜찮다 가깝다 좁다 어려우다 좋다 세다 붉다 짜다 검다 비싸다 맛나다 재밌다 어떻다 
통일아시아드공원, 맑다 힘들다 작다 있다 부럽다 괜찮다 없다 크다 넓다 아쉽다 낯설다 좋다 수많다 높다 잦다 같다 예쁘다 많다 멋지다 거세다 쉽다 멀다 이쁘다 얕다 
팬스타부산주말원나잇크루즈, 부여다 맛없다 힘들다 빠르다 안쓰럽다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 어림없다 후지다 같다 그렇다 상관없다 거침없다 불티나다 특출나다 습하다 야무지다 힘겹다 드넓다 헛되다 고프다 존다 상되다 기쁘다 어줍잖다 많다 쎼다 귀찮다 죠다 비다 맑다 낮다 여깄다 유례없다 과하다 오래다 옳다 폭넓다 선하다 짓궂다 기름지다 업다 얇다 조다 깊다 발다 저렇다 고맙다 하찮다 재빠르다 짧다 쪼끄맣다 굳다 둥글다 편하다 드세다 덥다 싸다 가파르다 굵다 지리다 슬프다 올바르다 시다 검다 배고프다 고달프다 욱다 감명깊다 고리다 잇다 노랗다 당차다 미쁘다 있다 없다 가볍다 굴곡지다 머다 바르다 알차다 멋있다 곧다 찐하다 흔하다 이렇다 맛있다 친하다 우습다 아깝다 높다 아까우다 겉다 싫다 그럿다 엄청나다 차가우다 뻔하다 용하다 옴팡지다 숨차다 빡세다 낡다 정신없다 동그랗다 사이좋다 야하다 잘다 어떠다 즐겁다 나다 웁다 눅다 름없다 새하얗다 빡시다 외롭다 바쁘다 어두우다 험상궂다 귀여우다 냅다 게으르다 가깝다 오지다 뜨거우다 새롭다 붉다 구다 쓸모없다 곱다 뒤늦다 끝없다 똑같다 염치없다 파랗다 재밌다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 무덥다 못지않다 무섭다 어둡다 칠칠맞다 간지럽다 급하다 추우다 날카롭다 누리다 색다르다 머지않다 같잖다 착하다 즐거웁다 하얗다 놀랍다 앙증맞다 매끄럽다 작다 다 크다 보람차다 드럽다 신통찮다 잦다 요상하다 더우다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 뜨겁다 밝다 건방지다 옅다 나쁘다 어이없다 쩔다 구지다 낯설다 뜻깊다 질기다 재미있다 없다다 궂다 젊다 만만찮다 푸하다 멋지다 서투다 귀하다 어렵다 차갑다 우연찮다 족하다 넒다 밭다 뜨다 쓸데없다 부드럽다 옥다 갓다 덧없다 그지없다 민하다 좁다 재미없다 무지하다 만다 거칠다 좋다 약하다 비싸다 어설프다 예뿌다 지겹다 까지다 느리다 마땅찮다 장하다 저리다 눈부시다 인상깊다 부럽다 걷다 두껍다 독하다 떫다 어리다 노르다 힘있다 해맑다 예쁘다 아름답다 설다 잽싸다 예뻤다 지나치다 그립다 고르다 안녕하다 실하다 두드러지다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 스스럼없다 시끄럽다 진하다 늦다 아름다우다 흥겹다 후하다 동글다 르다 덩그러다 적다 까다롭다 박하다 무겁다 염하다 길다 차다 무시다 가까우다 배부르다 괜찮다 서툴다 대차다 줄기차다 묘하다 섭하다 시원찮다 맵다 순하다 세다 어리석다 환하다 굴뚝같다 무거우다 철없다 아무렇다 푸르다 더리다 지긋지긋하다 끊임없다 맛나다 싶다 짙다 어떻다 
평화공원, 맛없다 힘들다 서투르다 가엾다 억수같다 빠르다 적잖다 안쓰럽다 조그맣다 시덥다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 가엽다 가벼우다 관계없다 이롭다 심심찮다 가열차다 미우다 같다 그렇다 상관없다 대수롭다 거하다 곯다 거침없다 부시다 거세다 속상하다 아름다다 정겹다 부드러우다 습하다 야무지다 힘겹다 드넓다 삐뚤다 좆같다 헛되다 성싶다 고프다 존다 야물딱지다 미끄럽다 기쁘다 뼈저리다 많다 얄밉다 파라다 귀찮다 죠다 소용없다 맑다 낮다 찰지다 얄궂다 더럽다 여깄다 유례없다 과하다 오래다 옳다 낄다 폭넓다 기름지다 업다 얇다 비좁다 싱그럽다 깊다 조다 괴롭다 두렵다 발다 새차다 저렇다 슬푸다 드물다 고맙다 하찮다 습지다 낯익다 사납다 재빠르다 짧다 척하다 굳다 얼큰하다 뜬금없다 둥글다 편하다 드세다 덥다 싸다 가파르다 굵다 지리다 감질나다 뽀얗다 슬프다 올바르다 별나다 올곧다 시다 고파다 검다 배고프다 약다 고달프다 호리호리하다 욱다 감명깊다 잇다 노랗다 잘나다 당차다 커다랗다 따가우다 미쁘다 있다 누렇다 끈질기다 쪼꼬마다 없다 가볍다 짜잔하다 머다 바르다 흐드러지다 손색없다 뼈아프다 알차다 드높다 문제없다 묽다 멋있다 곧다 증하다 찐하다 옛스럽다 흔하다 이렇다 부끄럽다 맛있다 보드랍다 친하다 우습다 아깝다 단촐하다 높다 아까우다 겉다 빡쎄다 까맣다 싫다 따숩다 엄청나다 추하다 차가우다 뻔하다 구리다 옴팡지다 비뚤다 어뜨다 숨차다 나뿌다 빡세다 낡다 기차다 웃다 정신없다 동그랗다 사이좋다 값비싸다 겹다 야하다 잘다 어떠다 새까맣다 즐겁다 틀리다 무서우다 시덥잖다 나다 웁다 눅다 름없다 새하얗다 노오랗다 벌겋다 우렁차다 빨갛다 빡시다 외롭다 외다 바쁘다 금쪽같다 어두우다 귀여우다 게으르다 가려우다 가깝다 오지다 씨다 찹다 험하다 새롭다 분하다 붉다 뻘겋다 구다 연하다 쓸모없다 곱다 읎다 뒤늦다 부끄러우다 똑같다 염치없다 파랗다 재밌다 힘차다 이쁘다 살갑다 검붉다 망하다 숱하다 수줍다 알맞다 아쉬우다 안타깝다 무덥다 비리다 못지않다 무섭다 가느다랗다 어둡다 쨍하다 힘없다 빼어나다 간지럽다 급하다 손쉽다 새빨갛다 추우다 날카롭다 색다르다 싱겁다 착하다 뜻있다 하얗다 꼬지다 주의깊다 놀랍다 호되다 앙증맞다 아푸다 버겁다 매끄럽다 작다 허옇다 다 모지다 크다 안쓰러우다 지대다 보람차다 드럽다 잦다 요상하다 격하다 메스껍다 요렇다 더우다 세차다 쉽다 멀다 강하다 얕다 변함없다 노리다 뿌옇다 흐리다 아프다 미끄러우다 심하다 즐거다 온데간데없다 똥그랗다 밝다 밉다 뜨겁다 옅다 지겨우다 자리다 나쁘다 어이없다 쩔다 구지다 낯설다 뜻깊다 벅차다 질기다 놉다 재미있다 없다다 슴슴하다 어지럽다 젊다 궂다 만만찮다 따시다 멋지다 귀하다 한가롭다 어렵다 차갑다 둥그다 우연찮다 족하다 바뿌다 밭다 넒다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 덧없다 그지없다 좁다 재미없다 무지하다 거칠다 좋다 마려우다 서스럼없다 주옥같다 따스다 서럽다 우하다 약하다 비싸다 어설프다 예뿌다 지겹다 서글프다 기똥차다 밤늦다 번거로우다 고마우다 느리다 귀찬다 장하다 덜하다 저리다 눈부시다 인상깊다 부럽다 걷다 독하다 두껍다 어리다 힘있다 징하다 이다 해맑다 예쁘다 아름답다 설다 잽싸다 예뻤다 지나치다 동그라다 그립다 고르다 얄짤없다 고다 수상쩍다 안녕하다 탁하다 엿같다 번거롭다 그렁다 징그럽다 길고길다 실하다 희다 낫다 멋쩍다 넓다 곤하다 수많다 정답다 반갑다 촌스럽다 부질없다 재미나다 걸맞다 시끄럽다 파아랗다 글다 틀림없다 길다랗다 짠하다 진하다 늦다 아름다우다 뛰어나다 좁디좁다 애처롭다 흥겹다 없잖다 애꿎다 가늘다 후하다 가렵다 동글다 편ㅎ다 작디작다 르다 덩그러다 적다 까다롭다 박하다 쑥스럽다 무겁다 고우다 길다 차다 무시다 영락없다 난데없다 가까우다 배부르다 괜찮다 따갑다 서툴다 대차다 줄기차다 묘하다 시원찮다 섭하다 푸르르다 짝다 맵다 순하다 세다 굳세다 어리석다 환하다 굴뚝같다 무거우다 철없다 아무렇다 푸르다 끊임없다 맛나다 싶다 짙다 멋들어지다 어떻다 
포항돼지국밥, 맛없다 아쉬우다 힘들다 비리다 있다 부럽다 무섭다 빠르다 없다 귀엽다 가볍다 새빨갛다 아쉽다 익다 추우다 색다르다 그렇다 같다 예쁘다 알차다 아름답다 지나치다 놀랍다 습하다 야무지다 힘겹다 흔하다 드넓다 작다 시렵다 이렇다 다 낫다 모지다 부끄럽다 크다 고프다 넓다 맛있다 쌀쌀맞다 높다 걸맞다 싫다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 진하다 죠다 늦다 맑다 아프다 뜨겁다 밝다 나쁘다 어이없다 르다 즐겁다 적다 벅차다 얇다 비좁다 질기다 깊다 나다 저렇다 젊다 길다 벌겋다 빨갛다 재빠르다 짧다 바쁘다 어렵다 부드럽다 편하다 덥다 배부르다 싸다 괜찮다 억세다 가깝다 뽀얗다 좁다 뜨거우다 맵다 좋다 붉다 연하다 시다 약하다 비싸다 예뿌다 똑같다 맛나다 재밌다 이쁘다 멀겋다 알맞다 
풍원장미역국정찬 마린시티점, 맛없다 커다랗다 덜하다 아쉬우다 힘들다 있다 부럽다 무섭다 빠르다 없다 춥다 급하다 귀엽다 아쉽다 같다 그렇다 예쁘다 지나치다 멋있다 안녕하다 작다 실하다 이렇다 다 크다 넓다 맛있다 드럽다 아깝다 높다 걸맞다 싫다 많다 쉽다 시끄럽다 멀다 파라다 진하다 귀찮다 늦다 맑다 낮다 흐리다 오래다 뜨겁다 작디작다 나쁘다 잘다 기름지다 르다 즐겁다 적다 얇다 질기다 깊다 괴롭다 나다 재미있다 슴슴하다 젊다 길다 짧다 어렵다 부드럽다 편하다 가까우다 드세다 덥다 싸다 배부르다 괜찮다 굵다 가깝다 고되다 뽀얗다 어떻다 좁다 좋다 세다 새롭다 푸르다 비싸다 똑같다 지겹다 맛나다 파랗다 재밌다 이쁘다 알맞다 
피아크, 마땅찮다 맛없다 아쉬우다 힘들다 비리다 있다 부럽다 빠르다 없다 춥다 급하다 귀엽다 가볍다 엄하다 재다 아쉽다 같다 예쁘다 그렇다 대수롭다 알차다 아름답다 하얗다 멋있다 고르다 정겹다 야무지다 안녕하다 드넓다 작다 이렇다 희다 다 낫다 크다 고프다 넓다 맛있다 수많다 아깝다 높다 겉다 걸맞다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 용하다 귀찮다 죠다 늦다 맑다 알맞다 아프다 더럽다 여깄다 심하다 뜨겁다 나쁘다 기름지다 잘다 르다 즐겁다 적다 얇다 깊다 재미있다 무겁다 저렇다 젊다 멋지다 길다 짧다 어렵다 영락없다 넒다 부드럽다 편하다 덥다 싸다 배부르다 괜찮다 가깝다 좁다 푸르르다 어려우다 찹다 맵다 좋다 새롭다 붉다 곱다 시다 아무렇다 검다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 수줍다 어떻다 
피아크 P.ARK, 아쉬우다 맛없다 힘들다 있다 부럽다 어둡다 빠르다 쨍하다 없다 춥다 급하다 귀엽다 가볍다 엄하다 아쉽다 끄덕없다 추우다 그렇다 같다 예쁘다 대수롭다 알차다 착하다 아름답다 뜨근하다 지나치다 멋있다 고르다 야무지다 안녕하다 드넓다 작다 이렇다 다 낫다 크다 고프다 넓다 맛있다 수많다 아깝다 높다 걸맞다 싫다 더우다 많다 엄청나다 시끄럽다 멀다 용하다 강하다 진하다 귀찮다 죠다 늦다 맑다 낮다 뛰어나다 아프다 심하다 뜨겁다 밝다 나쁘다 즐겁다 르다 적다 얇다 깊다 재미있다 저렇다 젊다 웁다 길다 짧다 어렵다 영락없다 부드럽다 편하다 덥다 배부르다 싸다 괜찮다 굵다 가파르다 가깝다 좁다 무지하다 푸르르다 찹다 좋다 시다 아무렇다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 어떻다 
핑거스앤챗, 맛없다 힘들다 비리다 있다 부럽다 무섭다 두껍다 어둡다 빠르다 조그맣다 쎄다 없다 춥다 급하다 가볍다 귀엽다 힘드다 갑작스럽다 아쉽다 추우다 같다 그렇다 예쁘다 상관없다 알차다 착하다 아름답다 잽싸다 멋있다 야무지다 안녕하다 작다 이렇다 실하다 다 낫다 크다 고프다 넓다 맛있다 아깝다 높다 겉다 재미나다 걸맞다 싫다 많다 엄청나다 세차다 쉽다 멀다 변함없다 귀찮다 뿌옇다 늦다 알맞다 낮다 정신없다 뛰어나다 동그랗다 아프다 과하다 뜨겁다 밝다 나쁘다 칩다 르다 즐겁다 적다 얇다 조다 깊다 재미있다 저렇다 궂다 젊다 멋지다 길다 짧다 바쁘다 어렵다 부드럽다 편하다 갓다 드세다 덥다 싸다 괜찮다 굵다 가깝다 찹다 좋다 환하다 아무렇다 배고프다 읎다 비싸다 예뿌다 똑같다 파랗다 맛나다 재밌다 이쁘다 어떻다 느리다 
하단포구웅어축제, 부드럽다 낮다 작다 있다 덥다 싸다 누렇다 없다 크다 맛있다 아쉽다 세다 좋다 높다 연하다 같다 그렇다 예쁘다 싱겁다 많다 똑같다 재밌다 기똥차다 
하리선착장, 맛없다 맑다 힘들다 아프다 번거롭다 작다 있다 덥다 무섭다 괜찮다 다 가깝다 좁다 없다 크다 가볍다 넓다 맛있다 아쉽다 좋다 새롭다 르다 반갑다 바르다 높다 적다 같다 예쁘다 싫다 알차다 무겁다 약하다 많다 비싸다 지나치다 멋지다 멋있다 똑같다 놀랍다 길다 재밌다 바쁘다 변함없다 귀찮다 뿌옇다 늦다 
한광미술관, 다 쉽다 같다 없다 재밌다 귀엽다 넓다 싫다 있다 맛있다 덥다 좋다 어떻다 괜찮다 르다 많다 
한국기독교선교박물관, 안타깝다 힘들다 있다 무섭다 어둡다 끈질기다 빠르다 없다 춥다 급하다 가볍다 아쉽다 그렇다 같다 예쁘다 상관없다 뼈아프다 아름답다 알차다 뜻있다 거세다 곧다 놀랍다 앙증맞다 작다 값지다 희다 다 크다 넓다 맛있다 수많다 아깝다 반갑다 높다 기쁘다 뼈저리다 걸맞다 싫다 의롭다 많다 쉽다 멀다 강하다 틀림없다 낡다 늦다 맑다 낮다 아프다 더럽다 심하다 옳다 나쁘다 낯설다 르다 즐겁다 뜻깊다 남다르다 적다 벅차다 비좁다 깊다 괴롭다 나다 없다다 두렵다 드물다 젊다 귀하다 눅다 습지다 길다 멋지다 짧다 어렵다 굳다 부드럽다 편하다 어딨다 싸다 괜찮다 그지없다 좁다 슬프다 좋다 세다 새롭다 험하다 붉다 올바르다 어리석다 곱다 검다 끊임없다 맛나다 재밌다 힘차다 이쁘다 망하다 어떻다 
한국신발관, 같다 크다 재밌다 있다 좋다 많다 
한월식당, 맛없다 힘들다 인상깊다 비리다 있다 무섭다 빠르다 유별나다 쎄다 없다 가볍다 아쉽다 같다 그렇다 예쁘다 상관없다 알차다 싱겁다 예뻤다 지나치다 되다 정겹다 야무지다 힘겹다 작다 실하다 이렇다 다 크다 고프다 넓다 맛있다 어지러우다 수많다 반갑다 높다 겉다 싫다 많다 엄청나다 쉽다 멀다 강하다 진하다 귀찮다 빡세다 늦다 맑다 심하다 뜨겁다 밝다 나쁘다 어떠다 르다 적다 얇다 깊다 재미있다 고맙다 멋지다 길다 짧다 어렵다 어김없다 부드럽다 편하다 갓다 싸다 배부르다 괜찮다 가깝다 어떻다 좁다 섭하다 좋다 세다 아무렇다 비싸다 예뿌다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 기똥차다 알맞다 
할매 가야밀면, 아쉬우다 안타깝다 맛없다 힘들다 비리다 있다 무섭다 두껍다 빠르다 쎄다 없다 춥다 귀엽다 가볍다 손쉽다 아쉽다 색다르다 같다 예쁘다 그렇다 아름답다 알차다 거세다 멋있다 단출하다 찐하다 습하다 작다 헛되다 다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 틀림없다 길다랗다 진하다 귀찮다 늦다 맑다 흐리다 심하다 즐거다 사이좋다 과하다 밝다 뜨겁다 나쁘다 잘다 뜻깊다 르다 즐겁다 적다 얇다 질기다 깊다 재미있다 저렇다 슴슴하다 웁다 고맙다 멋지다 길다 짧다 바쁘다 어렵다 차다 굳다 부드럽다 편하다 드세다 덥다 배부르다 싸다 괜찮다 굵다 가파르다 가깝다 좁다 섭하다 찹다 슬프다 맵다 좋다 세다 비싸다 예뿌다 똑같다 맛나다 재밌다 이쁘다 싶다 
할매재첩국 부산본점, 맛없다 안타깝다 힘들다 비리다 있다 부럽다 무섭다 빠르다 쎄다 없다 귀엽다 가볍다 힘드다 아쉽다 같다 그렇다 예쁘다 상관없다 아름답다 알차다 그립다 고르다 얄짤없다 찐하다 야무지다 안녕하다 작다 이렇다 다 크다 넓다 맛있다 수많다 높다 걸맞다 싫다 많다 엄청나다 세차다 쉽다 멀다 강하다 진하다 귀찮다 죠다 늦다 기차다 맑다 낮다 뛰어나다 흐리다 아프다 가늘다 뜨겁다 작디작다 나쁘다 잘다 르다 즐겁다 뜻깊다 틀리다 적다 얇다 깊다 재미있다 무겁다 저렇다 슴슴하다 젊다 고맙다 길다 추다 짧다 바쁘다 우연찮다 넒다 부드럽다 편하다 갓다 덥다 배부르다 싸다 괜찮다 가깝다 뽀얗다 어떻다 좁다 맵다 순하다 좋다 올바르다 곱다 푸르다 약하다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 알맞다 느리다 
할매집, 아쉬우다 안타깝다 힘들다 있다 무섭다 빠르다 쨍하다 조그맣다 쎄다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 추우다 같다 예쁘다 그렇다 알차다 아름답다 착하다 설다 지나치다 그립다 앙증맞다 찐하다 야무지다 작다 시렵다 이렇다 징그럽다 다 크다 고프다 넓다 맛있다 친하다 야물딱지다 수많다 아깝다 높다 기쁘다 겉다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 늦다 웂다 맑다 낮다 흐리다 아프다 심하다 옳다 밝다 뜨겁다 나쁘다 기름지다 르다 즐겁다 적다 얇다 깊다 저렇다 젊다 고맙다 멋지다 름없다 길다 외롭다 짧다 어렵다 차갑다 차다 무시다 쓸데없다 부드럽다 편하다 덥다 가파르다 싸다 괜찮다 배부르다 가깝다 고되다 좁다 묘하다 찹다 맵다 좋다 새롭다 구다 매우다 우하다 비싸다 똑같다 지겹다 맛나다 재밌다 힘차다 이쁘다 짙다 수줍다 
합천돼지국밥, 맛없다 힘들다 비리다 있다 무섭다 빠르다 조그맣다 쎄다 없다 급하다 가볍다 귀엽다 갑작스럽다 아쉽다 같다 예쁘다 그렇다 아름답다 싱겁다 그립다 거세다 멋있다 고르다 찐하다 부드러우다 야무지다 흔하다 작다 이렇다 실하다 다 크다 고프다 넓다 맛있다 우습다 반갑다 높다 기쁘다 겉다 싫다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 허하다 진하다 귀찮다 늦다 맑다 낮다 정신없다 뛰어나다 심하다 과하다 옳다 밝다 뜨겁다 나쁘다 기름지다 잘다 르다 즐겁다 덩그러다 적다 얇다 깊다 재미있다 무겁다 저렇다 웁다 젊다 길다 빨갛다 짧다 바쁘다 뜨다 부드럽다 편하다 덥다 싸다 배부르다 괜찮다 가깝다 뽀얗다 좁다 뜨거우다 맵다 좋다 험하다 새롭다 세다 연하다 곱다 검다 비싸다 똑같다 맛나다 재밌다 이쁘다 알맞다 
해광사, 마땅찮다 커다랗다 맛없다 힘들다 저리다 비리다 있다 부럽다 무섭다 두껍다 빠르다 쨍하다 쎄다 없다 춥다 급하다 가볍다 귀엽다 손쉽다 아쉽다 같다 예쁘다 그렇다 상관없다 아름답다 알차다 착하다 지나치다 거세다 멋있다 놀랍다 속상하다 정겹다 부드러우다 습하다 야무지다 안녕하다 드넓다 작다 이렇다 희다 다 낫다 크다 넓다 맛있다 존다 수많다 드럽다 아깝다 반갑다 높다 잦다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 글다 강하다 길다랗다 얕다 귀찮다 빡세다 죠다 늦다 널럴하다 기차다 아름다우다 맑다 낮다 흐리다 청승맞다 아프다 심하다 오래다 옳다 밝다 끄떡없다 지겨우다 나쁘다 르다 즐겁다 적다 얇다 질기다 싱그럽다 깊다 박하다 재미있다 드물다 젊다 고맙다 멋지다 귀하다 름없다 길다 외롭다 짧다 바쁘다 어렵다 굳다 차갑다 무시다 뜬금없다 부드럽다 편하다 가까우다 활기차다 어딨다 덥다 싸다 괜찮다 굵다 가깝다 좁다 오지다 묘하다 뜨거우다 푸르르다 거칠다 맵다 슬프다 좋다 험하다 새롭다 세다 붉다 찹다 곱다 검다 푸르다 비싸다 뒤늦다 똑같다 맛나다 재밌다 힘차다 이쁘다 싶다 짙다 재수없다 번거로우다 어떻다 느리다 
